id,name,stationId,order
river-blackwater-loddon,River Blackwater,7142,4
river-blackwater-loddon,River Blackwater,7140,5
river-blackwater-loddon,River Blackwater,7137,6
bulstake-stream,Bulstake Stream,7075,1
caker-stream,Caker Stream,7228,1
clanfield-brook,Clanfield Brook,7039,1
cove-brook,Cove Brook,7400,1
dorcan-brook,Dorcan Brook,7029,1
emm-brook,Emm Brook,7153,1
maidenhead-ditch,Maidenhead Ditch,7168,1
foudry-brook,Foudry Brook,7130,1
ginge-brook,Ginge Brook,7082,1
hinksey-stream,Hinksey Stream,9120,1
hinksey-stream,Hinksey Stream,7076,2
hoe-stream,Hoe Stream,7241,1
jubilee-river,Jubilee River,7164,1
law-brook,Law Brook,7237,1
letcombe-brook,Letcombe Brook,7004,1
letcombe-brook,Letcombe Brook,7080,2
letcombe-brook,Letcombe Brook,7079,3
mill-bourne,Mill Bourne,7223,1
petty's-brook,Petty's Brook,7135,1
river-cherwell,River Cherwell,7058,1
river-cherwell,River Cherwell,7059,2
river-cherwell,River Cherwell,7060,3
river-cherwell,River Cherwell,7063,4
river-cherwell,River Cherwell,7064,5
river-cherwell,River Cherwell,7066,6
river-cherwell,River Cherwell,9082,7
river-cherwell,River Cherwell,7071,8
river-cherwell,River Cherwell,9119,9
river-churn,River Churn,7015,1
river-churn,River Churn,7016,2
river-churn,River Churn,7017,3
river-cole-wiltshire,River Cole,7028,1
river-cole-wiltshire,River Cole,7030,2
river-cole-wiltshire,River Cole,7031,3
river-coln,River Coln,7025,1
river-coln,River Coln,7026,2
river-coln,River Coln,7406,3
river-dikler,River Dikler,7041,1
river-dun-berkshire,River Dun,7120,1
river-enborne,River Enborne,7128,1
river-evenlode,River Evenlode,7002,1
river-evenlode,River Evenlode,7050,2
river-evenlode,River Evenlode,9050,3
river-evenlode,River Evenlode,7051,4
river-evenlode,River Evenlode,7053,5
river-evenlode,River Evenlode,7054,6
river-glyme,River Glyme,7052,1
river-hart,River Hart,7148,1
river-hart,River Hart,7147,2
river-hart,River Hart,7146,3
river-hart,River Hart,7145,4
river-kennet,River Kennet,7112,1
river-kennet,River Kennet,7113,2
river-kennet,River Kennet,7118,3
river-kennet,River Kennet,7117,4
river-kennet,River Kennet,7122,5
river-kennet,River Kennet,7129,6
river-kennet,River Kennet,7131,7
river-key,River Key,7013,1
river-lambourn,River Lambourn,7123,1
river-lambourn,River Lambourn,9020,2
river-lambourn,River Lambourn,7126,3
river-lambourn,River Lambourn,9292,4
river-leach,River Leach,7033,1
river-loddon,River Loddon,7154,1
river-loddon,River Loddon,7152,2
river-loddon,River Loddon,7151,3
river-loddon,River Loddon,7138,4
river-loddon,River Loddon,7139,5
river-loddon,River Loddon,7136,6
river-loddon,River Loddon,7134,7
river-ock,River Ock,7077,1
river-ock,River Ock,7078,2
river-ock,River Ock,7081,3
river-ock,River Ock,7402,4
river-og,River Og,7114,1
river-pang,River Pang,7104,1
river-pang,River Pang,7105,2
river-pang,River Pang,7106,3
river-pang,River Pang,7107,4
river-ray,River Ray,7067,1
river-ray,River Ray,7068,2
river-ray,River Ray,7018,3
river-ray,River Ray,7019,4
river-ray,River Ray,7020,5
river-stert,River Stert,7003,1
river-thame,River Thame,7087,1
river-thame,River Thame,7089,2
river-thame,River Thame,7092,3
river-thame,River Thame,7094,4
river-thame,River Thame,7095,5
river-thame,River Thame,7097,6
river-thame,River Thame,7403,7
river-thames,River Thames,7010,1
river-thames,River Thames,7011,2
river-thames,River Thames,7014,3
river-thames,River Thames,7024,4
river-thames,River Thames,7027,5
river-thames,River Thames,7034,6
river-thames,River Thames,7035,7
river-thames,River Thames,7036,8
river-thames,River Thames,7037,9
river-thames,River Thames,7038,10
river-thames,River Thames,7046,11
river-thames,River Thames,7047,12
river-thames,River Thames,7048,13
river-thames,River Thames,7049,14
river-thames,River Thames,7055,15
river-thames,River Thames,7056,16
river-thames,River Thames,7057,17
river-thames,River Thames,7072,18
river-thames,River Thames,7405,19
river-thames,River Thames,7073,20
river-thames,River Thames,7083,21
river-thames,River Thames,7084,22
river-thames,River Thames,7085,23
river-thames,River Thames,7086,24
river-thames,River Thames,7099,25
river-thames,River Thames,7100,26
river-thames,River Thames,7101,27
river-thames,River Thames,7102,28
river-thames,River Thames,7109,29
river-thames,River Thames,7110,30
river-thames,River Thames,7111,31
river-thames,River Thames,7132,32
river-thames,River Thames,7133,33
river-thames,River Thames,7155,34
river-thames,River Thames,7156,35
river-thames,River Thames,7396,36
river-thames,River Thames,7162,37
river-thames,River Thames,7163,38
river-thames,River Thames,7165,39
river-thames,River Thames,7166,40
river-thames,River Thames,7169,41
river-thames,River Thames,7170,42
river-thames,River Thames,7172,43
river-thames,River Thames,7171,44
river-thames,River Thames,7213,45
river-thames,River Thames,7214,46
river-thames,River Thames,7215,47
river-thames,River Thames,7216,48
river-thames,River Thames,7244,49
river-thames,River Thames,7245,50
river-thames,River Thames,7395,51
river-thames,River Thames,7246,52
river-thames,River Thames,7267,53
river-thames,River Thames,7269,54
river-thames,River Thames,7268,55
river-thames,River Thames,7393,56
river-thames,River Thames,7392,57
river-thames,River Thames,7389,58
river-thames,River Thames,7391,59
river-thames,River Thames,7390,60
river-thames,River Thames,7388,61
river-thames,River Thames,9154,62
river-thames,River Thames,7394,63
river-thames,River Thames,7386,64
river-wey-surrey,River Wey,7226,1
river-wey-surrey,River Wey,7227,2
river-wey-surrey,River Wey,7230,3
river-wey-surrey,River Wey,7229,4
river-wey-surrey,River Wey,7231,5
river-wey-surrey,River Wey,7232,6
river-wey-surrey,River Wey,7240,7
river-wey-surrey,River Wey,7401,8
river-wey-surrey,River Wey,7409,9
river-wey-surrey,River Wey,7242,10
river-wey-surrey,River Wey,7243,11
river-whitewater,River Whitewater,7144,1
river-windrush,River Windrush,7040,1
river-windrush,River Windrush,7042,2
river-windrush,River Windrush,7043,3
river-windrush,River Windrush,7044,4
river-windrush,River Windrush,7045,5
river-wye-buckinghamshire,River Wye,7158,1
river-wye-buckinghamshire,River Wye,7161,2
seacourt-stream,Seacourt Stream,7074,1
shill-brook,Shill Brook,7001,1
sor-brook,Sor Brook,7062,1
southcourt-brook,Southcourt Brook,7093,1
swill-brook,Swill Brook,7012,1
addlestone-bourne,Addlestone Bourne,7224,1
addlestone-bourne,Addlestone Bourne,7225,2
chertsey-bourne,Chertsey Bourne,7220,1
chertsey-bourne,Chertsey Bourne,7219,2
chertsey-bourne,Chertsey Bourne,7218,3
chertsey-bourne,Chertsey Bourne,7217,4
the-cut,The Cut,7167,1
the-cut,The Cut,9118,2
the-cut,The Cut,7398,3
river-tillingbourne,River Tillingbourne,7239,1
cranleigh-waters,Cranleigh Waters,7233,1
cranleigh-waters,Cranleigh Waters,7235,2
windle-brook,Windle Brook,7222,1
winterbourne-stream-berkshire,Winterbourne Stream,7125,1
alverthorpe-beck,Alverthorpe Beck,8311,1
alverthorpe-beck,Alverthorpe Beck,8353,2
arkle-beck,Arkle Beck,8168,1
back-delfin,Back Delfin,9147,1
balne-beck,Balne Beck,9046,1
bardsey-beck,Bardsey Beck,8236,1
batley-beck,Batley Beck,9032,1
batley-beck,Batley Beck,8348,2
batley-beck,Batley Beck,8347,3
bedale-beck,Bedale Beck,9142,1
bishop-monkton-beck,Bishop Monkton Beck,8229,1
blackburn-brook,Blackburn Brook,8341,1
blackburn-brook,Blackburn Brook,8261,2
blackfoss-beck,Blackfoss Beck,9144,1
blue-beck,Blue Beck,8332,1
dean-bottom-beck,Dean Bottom Beck,8301,1
bradford-beck,Bradford Beck,9048,1
bramham-beck,Bramham Beck,8329,1
brompton-beck-hambleton,Brompton Beck,8224,1
brompton-beck-derwent,Brompton Beck,8188,1
brook-dike,Brook Dike,8254,1
brough-beck,Brough Beck,8284,1
broughton-beck,Broughton Beck,8035,1
burstwick-drain,Burstwick Drain,8239,1
charlton-brook,Charlton Brook,8318,1
cod-beck,Cod Beck,8286,1
cod-beck,Cod Beck,8287,2
cod-beck,Cod Beck,8063,3
river-crimple,River Crimple,8023,1
cundall-beck,Cundall Beck,8016,1
earby-beck,Earby Beck,8070,1
earby-beck,Earby Beck,8250,2
eastburn-beck,Eastburn Beck,8060,1
glusburn-bridge,Glusburn Bridge,8252,1
eller-beck,Eller Beck,8187,1
farnley-beck,Farnley Beck,8306,1
fenay-beck,Fenay Beck,8260,1
fleet-drain,Fleet Drain,8373,1
fleet-drain,Fleet Drain,8338,2
gypsey-race,Gypsey Race,8029,1
hebden-water,Hebden Water,8152,1
hodge-beck,Hodge Beck,8045,1
hol-beck,Hol Beck,9153,1
holgate-beck,Holgate Beck,8234,1
holme-brook,Holme Brook,9033,1
ings-beck,Ings Beck,8312,1
ings-beck,Ings Beck,8065,2
gowdall-ings,Gowdall Ings,8344,1
levisham-beck,Levisham Beck,8125,1
meanwood-beck,Meanwood Beck,8327,1
mires-beck,Mires Beck,8238,1
oakenshaw-beck,Oakenshaw Beck,8255,1
oulton-beck,Oulton Beck,8075,1
pickering-beck,Pickering Beck,8126,1
pickering-beck,Pickering Beck,9005,2
pickering-beck,Pickering Beck,8161,3
pickering-beck,Pickering Beck,8330,4
pocklington-beck,Pocklington Beck,8279,1
porter-brook,Porter Brook,8339,1
porter-brook,Porter Brook,8340,2
river-aire,River Aire,8083,1
river-aire,River Aire,8189,2
river-aire,River Aire,8054,3
river-aire,River Aire,8112,4
river-aire,River Aire,8199,5
river-aire,River Aire,8345,6
river-aire,River Aire,8056,7
river-aire,River Aire,8346,8
river-aire,River Aire,9017,9
river-aire,River Aire,8120,10
river-aire,River Aire,8009,11
river-aire,River Aire,8061,12
river-aire,River Aire,9151,13
river-aire,River Aire,9152,14
river-aire,River Aire,8079,15
river-aire,River Aire,8320,16
river-aire,River Aire,8042,17
river-aire,River Aire,8077,18
river-aire,River Aire,8122,19
river-aire,River Aire,9042,20
river-aire,River Aire,8017,21
river-aire,River Aire,8350,22
river-aire,River Aire,8294,23
river-aire,River Aire,8041,24
river-aire,River Aire,8003,25
snaith-ings,Snaith Ings,8351,1
wheelan-dyke,Wheelan Dyke,9036,1
river-calder-yorkshire,River Calder,8305,1
river-calder-yorkshire,River Calder,8205,2
river-calder-yorkshire,River Calder,8343,3
river-calder-yorkshire,River Calder,8097,4
river-calder-yorkshire,River Calder,9167,5
river-calder-yorkshire,River Calder,8048,6
river-calder-yorkshire,River Calder,9031,7
river-calder-yorkshire,River Calder,8191,8
river-calder-yorkshire,River Calder,8298,9
river-calder-yorkshire,River Calder,8073,10
river-calder-yorkshire,River Calder,8032,11
river-calder-yorkshire,River Calder,8096,12
river-calder-yorkshire,River Calder,8124,13
river-calder-yorkshire,River Calder,8066,14
river-calder-yorkshire,River Calder,8100,15
river-calder-yorkshire,River Calder,8209,16
river-calder-yorkshire,River Calder,8134,17
river-colne-yorkshire,River Colne,8258,1
river-colne-yorkshire,River Colne,8317,2
river-colne-yorkshire,River Colne,8105,3
river-colne-yorkshire,River Colne,8053,4
river-dearne,River Dearne,8240,1
river-dearne,River Dearne,8062,2
river-dearne,River Dearne,8015,3
river-dearne,River Dearne,8101,4
river-dearne,River Dearne,8064,5
river-dearne,River Dearne,8027,6
river-dearne,River Dearne,8002,7
river-derwent-yorkshire,River Derwent,8214,1
river-derwent-yorkshire,River Derwent,8132,2
river-derwent-yorkshire,River Derwent,8131,3
river-derwent-yorkshire,River Derwent,8130,4
river-derwent-yorkshire,River Derwent,8039,5
river-derwent-yorkshire,River Derwent,8280,6
river-derwent-yorkshire,River Derwent,8074,7
river-derwent-yorkshire,River Derwent,8037,8
river-doe-lea,River Doe Lea,8197,1
river-don,River Don,8247,1
river-don,River Don,8323,2
river-don,River Don,8248,3
river-don,River Don,8090,4
river-don,River Don,8174,5
river-don,River Don,8175,6
river-don,River Don,8115,7
river-don,River Don,8135,8
river-don,River Don,8349,9
river-don,River Don,8067,10
river-don,River Don,8242,11
river-don,River Don,8259,12
river-dove-south-yorkshire,River Dove,8241,1
river-dove-north-yorkshire,River Dove,8117,1
river-drone,River Drone,8069,1
river-esk-yorkshire,River Esk,8331,1
river-esk-yorkshire,River Esk,8232,2
river-esk-yorkshire,River Esk,8233,3
river-esk-yorkshire,River Esk,8216,4
river-foss,River Foss,8235,1
river-foulness,River Foulness,9141,1
river-foulness,River Foulness,8282,2
river-hipper,River Hipper,8300,1
river-hipper,River Hipper,8047,2
river-hipper,River Hipper,8295,3
river-holme,River Holme,8342,1
river-holme,River Holme,8165,2
west-beck,West Beck,9146,1
river-hull,River Hull,8385,1
river-hull,River Hull,8381,2
river-hull,River Hull,8281,3
river-hull,River Hull,8335,4
river-hull,River Hull,8103,5
river-kyle,River Kyle,9143,1
river-laver,River Laver,8171,1
river-loxley,River Loxley,8249,1
river-loxley,River Loxley,9038,2
river-nidd,River Nidd,8086,1
river-nidd,River Nidd,8160,2
river-nidd,River Nidd,8021,3
river-nidd,River Nidd,8121,4
river-nidd,River Nidd,8104,5
river-nidd,River Nidd,8186,6
river-ouse-yorkshire,River Ouse,8140,1
river-ouse-yorkshire,River Ouse,8184,2
river-ouse-yorkshire,River Ouse,8208,3
river-ouse-yorkshire,River Ouse,8081,4
river-ouse-yorkshire,River Ouse,8145,5
river-ouse-yorkshire,River Ouse,8044,6
river-ouse-yorkshire,River Ouse,8180,7
river-ouse-yorkshire,River Ouse,8179,8
river-ouse-yorkshire,River Ouse,8084,9
river-ouse-yorkshire,River Ouse,8024,10
river-riccal,River Riccal,8153,1
river-rother-yorkshire,River Rother,9034,1
river-rother-yorkshire,River Rother,8091,2
river-rother-yorkshire,River Rother,8296,3
river-rother-yorkshire,River Rother,8217,4
river-rother-yorkshire,River Rother,8114,5
river-rother-yorkshire,River Rother,9045,6
river-rother-yorkshire,River Rother,9044,7
river-rother-yorkshire,River Rother,8253,8
river-ryburn,River Ryburn,8172,1
river-ryburn,River Ryburn,8309,2
catcliffe-drain,Catcliffe Drain,8322,1
river-rye,River Rye,8033,1
river-rye,River Rye,8147,2
river-rye,River Rye,8102,3
river-seven-yorkshire,River Seven,8183,1
river-seven-yorkshire,River Seven,8148,2
river-sheaf,River Sheaf,8299,1
river-sheaf,River Sheaf,8308,2
river-sheaf,River Sheaf,8099,3
river-sheaf,River Sheaf,9040,4
river-skell,River Skell,8006,1
river-swale-yorkshire,River Swale,8159,1
river-swale-yorkshire,River Swale,8089,2
river-swale-yorkshire,River Swale,8169,3
river-swale-yorkshire,River Swale,8043,4
river-swale-yorkshire,River Swale,8371,5
river-swale-yorkshire,River Swale,8059,6
river-swale-yorkshire,River Swale,8144,7
river-tutt,River Tutt,8227,1
river-ure,River Ure,8011,1
river-ure,River Ure,8113,2
river-ure,River Ure,8133,3
river-ure,River Ure,8176,4
river-ure,River Ure,8215,5
river-ure,River Ure,8028,6
river-ure,River Ure,8004,7
river-went,River Went,8245,1
river-went,River Went,8210,2
river-went,River Went,9041,3
river-went,River Went,8246,4
river-wharfe,River Wharfe,8110,1
river-wharfe,River Wharfe,8276,2
river-wharfe,River Wharfe,8277,3
river-wharfe,River Wharfe,8001,4
river-wharfe,River Wharfe,8106,5
river-wharfe,River Wharfe,8156,6
river-wharfe,River Wharfe,8163,7
river-wharfe,River Wharfe,8010,8
river-wharfe,River Wharfe,8052,9
river-wharfe,River Wharfe,8080,10
river-wharfe,River Wharfe,8202,11
river-wharfe,River Wharfe,9053,12
river-wharfe,River Wharfe,8050,13
river-wharfe,River Wharfe,8278,14
river-wharfe,River Wharfe,8078,15
river-whitting,River Whitting,8181,1
river-wiske,River Wiske,8207,1
river-wiske,River Wiske,8116,2
river-worth,River Worth,8303,1
river-worth,River Worth,8109,2
river-worth,River Worth,9037,3
sea-cut,Sea Cut,8178,1
silsden-beck,Silsden Beck,8326,1
sour-beck,Sour Beck,8283,1
spen-beck,Spen Beck,8256,1
spen-beck,Spen Beck,8149,2
tang-hall-beck,Tang Hall Beck,8328,1
bielby-beck,Bielby Beck,9145,1
thornton-beck,Thornton Beck,8231,1
walsden-water,Walsden Water,8211,1
walsden-water,Walsden Water,8310,2
wash-dike,Wash Dike,8304,1
wash-dike,Wash Dike,8257,2
whiston-brook,Whiston Brook,9043,1
willow-beck,Willow Beck,8225,1
willow-beck,Willow Beck,8285,2
wortley-beck,Wortley Beck,9117,1
wyke-beck,Wyke Beck,8251,1
wyke-beck,Wyke Beck,8316,2
bechan-brook,Bechan Brook,4259,1
bickerly-mill-stream,Bickerly Mill Stream,9227,1
blacup-beck,Blacup Beck,8297,1
bloxham-brook,Bloxham Brook,7061,1
bridgehouse-beck,Bridgehouse Beck,9039,1
broughton-brook,Broughton Brook,6164,1
brownwich-stream,Brownwich Stream,9176,1
bumpstead-brook,Bumpstead Brook,6133,1
burrow-beck,Burrow Beck,5185,1
bury-brook,Bury Brook,6256,1
camlad,Camlad,4263,1
ceiriog,Ceiriog,4162,1
chalgrove-brook,Chalgrove Brook,7404,1
chew-stoke-brook,Chew Stoke Brook,3031,1
chitterne-brook,Chitterne Brook,3321,1
clackers-brook,Clackers Brook,9279,1
coal-burn,Coal Burn,5033,1
colliters-brook,Colliters Brook,3033,1
cragg-brook,Cragg Brook,8321,1
currymoor-drain,Currymoor Drain,3064,1
docken's-water,Docken's Water,3313,1
ea-beck,Ea Beck,8243,1
ea-beck,Ea Beck,8244,2
ea-beck,Ea Beck,8151,3
east-clandon-stream,East Clandon Stream,7238,1
emral-brook,Emral Brook,4168,1
eridge-stream,Eridge Stream,1076,1
ewelme-brook,Ewelme Brook,7098,1
field-drain,Field Drain,2094,1
flood-channel,Flood Channel,2096,1
ford-green-brook,Ford Green Brook,9098,1
foston-beck,Foston Beck,6066,1
fowler-bridge-drain,Fowler Bridge Drain,9288,1
gaddesby-brook,Gaddesby Brook,2214,1
gelyn,Gelyn,4164,1
glen-stream,Glen Stream,3234,1
haw-beck,Haw Beck,8094,1
heighington-beck,Heighington Beck,6061,1
honddu,Honddu,4031,1
hovingham-beck,Hovingham Beck,8230,1
hughenden-stream,Hughenden Stream,7159,1
huntingfield-watercourse,Huntingfield Watercourse,6090,1
irfon,Irfon,4001,1
irfon,Irfon,4010,2
ithon,Ithon,4018,1
ithon,Ithon,4012,2
kenwith-stream,Kenwith Stream,3405,1
kingsclere-brook,Kingsclere Brook,7127,1
landkey-brook,Landkey Brook,3107,1
lands-beck,Lands Beck,8302,1
langford-brook,Langford Brook,7069,1
little-salt-moor-rhyne,Little Salt Moor Rhyne,3400,1
littlemead-brook,Littlemead Brook,7234,1
lledan-brook,Lledan Brook,2089,1
llynfi,Llynfi,4032,1
lochinver-beck,Lochinver Beck,5213,1
longload-main-drain,Longload Main Drain,3379,1
manacan-river,Manacan River,3388,1
mangerton-brook,Mangerton Brook,3284,1
marston-meysey-brook,Marston Meysey Brook,7023,1
maud-foster/stonebridge-drain,Maud Foster/Stonebridge Drain,6230,1
meadlake-ditch,Meadlake Ditch,7408,1
mearley-brook,Mearley Brook,5222,1
merrow-common-stream,Merrow Common Stream,7236,1
mill-brook,Mill Brook,7103,1
monksilver-stream,Monksilver Stream,3086,1
monnow,Monnow,4015,1
monnow,Monnow,4049,2
monnow,Monnow,4024,3
moors-river,Moors River,3301,1
nazeing-brook,Nazeing Brook,7360,1
nettleham-beck,Nettleham Beck,9287,1
nunney-brook,Nunney Brook,3005,1
oakington-brook,Oakington Brook,6295,1
oldbury-naite-rhyne,Oldbury Naite Rhyne,9291,1
petersfield-stream,Petersfield Stream,9234,1
petersfield-stream,Petersfield Stream,9233,2
pimlico-brook,Pimlico Brook,5192,1
praze-stream,Praze Stream,3158,1
quy-water,Quy Water,6272,1
river-alt,River Alt,5078,1
river-banwy,River Banwy,2062,1
river-bela,River Bela,5163,1
river-biss,River Biss,9121,1
river-blakewater,River Blakewater,5064,1
river-bourne-wiltshire,River Bourne,3311,1
river-bourne-wiltshire,River Bourne,3310,2
river-bourne-wiltshire,River Bourne,3319,3
river-bourne-wiltshire,River Bourne,3309,4
river-brathay,River Brathay,5161,1
river-brun,River Brun,5224,1
river-bull,River Bull,1156,1
river-bull,River Bull,1154,2
river-cain,River Cain,4261,1
river-cain,River Cain,4262,2
river-cale,River Cale,3298,1
river-clywedog,River Clywedog,2054,1
river-conder,River Conder,5054,1
river-dee,River Dee,4152,1
river-dee,River Dee,4241,2
river-dee,River Dee,4163,3
river-dee,River Dee,4165,4
river-dee,River Dee,4170,5
river-dee,River Dee,4173,6
river-dee,River Dee,4176,7
river-dee,River Dee,4178,8
river-dore,River Dore,4027,1
river-dulas,River Dulas,2017,1
river-ebble,River Ebble,3371,1
river-ebble,River Ebble,3318,2
river-elan,River Elan,4008,1
river-ellen,River Ellen,5024,1
river-fromus,River Fromus,6092,1
river-gelt,River Gelt,5074,1
river-glenderamackin,River Glenderamackin,5140,1
river-gowan,River Gowan,9131,1
old-bedford-river,Old Bedford River,6252,1
old-bedford-river,Old Bedford River,6261,2
old-bedford-river,Old Bedford River,6245,3
river-hindburn,River Hindburn,5156,1
river-hodder,River Hodder,5071,1
river-hooke,River Hooke,3271,1
river-hyndburn,River Hyndburn,5223,1
river-irthing,River Irthing,5183,1
river-keekle,River Keekle,5131,1
river-keer,River Keer,5068,1
riseley-brook,Riseley Brook,6160,1
river-lin,River Lin,9016,1
river-lod,River Lod,1009,1
river-lydden,River Lydden,3307,1
river-lowther,River Lowther,5170,1
river-lowther,River Lowther,5169,2
river-mint,River Mint,5098,1
river-nadder,River Nadder,3330,1
river-nadder,River Nadder,3329,2
river-piddle,River Piddle,3276,1
river-piddle,River Piddle,3270,2
river-piddle,River Piddle,3269,3
river-rawthey,River Rawthey,5020,1
river-rothay,River Rothay,5162,1
river-shalbourne,River Shalbourne,7121,1
river-snail,River Snail,6267,1
river-sprint,River Sprint,5130,1
river-tud,River Tud,6096,1
river-vyrnwy,River Vyrnwy,2020,1
river-vyrnwy,River Vyrnwy,2035,2
river-vyrnwy,River Vyrnwy,2060,3
river-vyrnwy,River Vyrnwy,2003,4
river-winterbourne,River Winterbourne,3376,1
river-wylye,River Wylye,3322,1
river-wylye,River Wylye,3326,2
river-wylye,River Wylye,3327,3
roall-dyke,Roall Dyke,8352,1
roe-beck,Roe Beck,5135,1
ruskington-beck,Ruskington Beck,6299,1
sampford-brett-stream,Sampford Brett Stream,9273,1
shreen-water,Shreen Water,3308,1
shreen-water,Shreen Water,3372,2
sincil-dyke,Sincil Dyke,6054,1
snaizeholme-beck,Snaizeholme Beck,8127,1
somborne-stream,Somborne Stream,9228,1
south-brook,South Brook,9280,1
spring-brook,Spring Brook,7316,1
st-james-stream,St James Stream,7317,1
stock-beck,Stock Beck,5226,1
stock-beck,Stock Beck,5215,2
stock-beck,Stock Beck,5233,3
stonham-watercourse,Stonham Watercourse,6084,1
sulham-brook,Sulham Brook,7108,1
sutton-beck,Sutton Beck,9268,1
swalecliffe-brook,Swalecliffe Brook,9276,1
swan-brook,Swan Brook,3263,1
swan-brook,Swan Brook,3333,2
swinney-beck,Swinney Beck,8228,1
sydling-water,Sydling Water,3273,1
trawden-brook,Trawden Brook,5187,1
trothy,Trothy,4021,1
tryweryn,Tryweryn,4153,1
wendlebury-brook,Wendlebury Brook,7070,1
wendling-beck,Wendling Beck,6097,1
wendover-springs,Wendover Springs,7090,1
west-bank-pond,West Bank Pond,8324,1
west-moor-drain,West Moor Drain,3381,1
west-okement-river,West Okement River,3105,1
white-water-dyke,White Water Dyke,1144,1
whitley-beck,Whitley Beck,9285,1
whitley-brook,Whitley Brook,9035,1
windermere,Windermere,5164,1
wych-brook,Wych Brook,4192,1
